prompt,label
A teacher came across a secret recipe on the moon. Mount Everest is the highest mountain in the world.,0
I bumped into the meaning of life at the power plant. Fire trucks are red because that's their legal color.,0
A stranger had lunch with a unique species of bird during a walk. The Great Wall of China is visible from space.,0
A cat noticed the tallest mountain in a dream. The Great Wall of China is visible from space.,0
A scientist learned a mysterious artifact at the art gallery. The Eiffel Tower is located in Paris.,0
A scientist found out a unique species of bird on a deserted island. The Great Wall of China is visible from space.,0
A stranger noticed the meaning of life in the middle of the ocean. Fire trucks are red because that's their legal color.,0
The president bumped into the meaning of life at the top of a mountain. Mount Everest is the highest mountain in the world.,0
The president bumped into a legendary hero in a dream. A house cat can spend most of its life sleeping.,0
A firefighter visited a historical figure in a bar. Argentina is located in the southern part of South America.,0
A car visited a new place in the middle of the ocean. The Amazon is the largest rainforest on Earth.,0
A car visited the tallest mountain on a deserted island. A house cat can spend most of its life sleeping.,0
I spoke to a legendary hero at the local library. The Great Wall of China is visible from space.,0
A teacher learned a mysterious artifact at the art gallery. Water boils at 100 degrees Celsius.,0
My friend bumped into a rare animal in the city park. Water boils at 100 degrees Celsius.,0
A musician met with a lost city at a music concert. Fire trucks are red because that's their legal color.,0
A stranger talked to the tallest mountain at the local library. The Amazon is the largest rainforest on Earth.,0
I discovered a unique species of bird in the heart of the jungle. Mount Everest is the highest mountain in the world.,0
A neighbor spoke to a new place in the city park. Fire trucks are red because that's their legal color.,0
The president noticed a new place in a bar. Mount Everest is the highest mountain in the world.,0
An artist learned a legendary hero in the heart of the jungle. Water boils at 100 degrees Celsius.,0
My friend found out a famous artist during a walk. Cars can go both slow and fast.,0
My friend saw a new place in a bar. A house cat can spend most of its life sleeping.,0
An artist encountered a legendary hero at the power plant. Mount Everest is the highest mountain in the world.,0
A stranger encountered a secret recipe at the power plant. Water boils at 100 degrees Celsius.,0
An artist visited a unique species of bird on a deserted island. The Nile is the longest river in the world.,0
A stranger heard a hidden talent in a bar. The Great Wall of China is visible from space.,0
An artist spoke to a new place in the heart of the jungle. Mount Everest is the highest mountain in the world.,0
My colleague saw a unique species of bird in the heart of the jungle. The Amazon is the largest rainforest on Earth.,0
I realized a legendary hero on a deserted island. Water boils at 100 degrees Celsius.,0
I talked to the origins of the pyramids at the top of a mountain. Mount Everest is the highest mountain in the world.,0
The president met with a mysterious artifact in an ancient temple. Argentina is located in the southern part of South America.,0
My friend came across a unique species of bird in an ancient temple. Mount Everest is the highest mountain in the world.,0
A musician spoke to a hidden talent at the art gallery. Fire trucks are red because that's their legal color.,0
A neighbor came across the origins of the pyramids in the middle of the ocean. Fire trucks are red because that's their legal color.,0
A scientist met with a famous artist at the art gallery. Argentina is located in the southern part of South America.,0
An artist realized the origins of the pyramids on the moon. Water boils at 100 degrees Celsius.,0
An artist found out a hidden talent at a music concert. Fire trucks are red because that's their legal color.,0
A musician learned a famous artist during a walk. The Great Wall of China is visible from space.,0
A firefighter visited a famous artist at a music concert. The Amazon is the largest rainforest on Earth.,0
A car learned the origins of the pyramids at a music concert. The Great Wall of China is visible from space.,0
A scientist learned a hidden talent in the heart of the jungle. A house cat can spend most of its life sleeping.,0
A car realized the meaning of life at the power plant. A house cat can spend most of its life sleeping.,0
A stranger talked to an old friend at a music concert. Cars can go both slow and fast.,0
A firefighter spoke to a secret recipe during a walk. Fire trucks are red because that's their legal color.,0
An astronaut met with a secret recipe during a walk. The Great Wall of China is visible from space.,0
An artist visited a rare animal in the heart of the jungle. Cars can go both slow and fast.,0
